Num,Category,Base_Question,Thing,Question,Prefix,parametric-flan-t5-base,base_proba-flan-t5-base,base_cf_proba-flan-t5-base,counterfactual-flan-t5-base,contextual-flan-t5-base,ctx_proba-flan-t5-base,ctx_param_proba-flan-t5-base,ctx_cf_proba-flan-t5-base,comparison-flan-t5-base
99,person,What is the date of death of {person}?,Billie Jean King,What is the date of death of Billie Jean King?,The date of death of Billie Jean King is,,1.46875,4.71977240948428e+18,8 May 1886,8 May 1886,1.0,252.0,3.8730956795386266e+17,Parametric
100,person,What is the date of death of {person}?,Boyan Slat,What is the date of death of Boyan Slat?,The date of death of Boyan Slat is,,1.4296875,51118080.0,"Aristotle died on March 30, 1812, at the age of 84","March 30, 1812, at the age of 84",1.03125,7616.0,229638144.0,Parametric
101,person,What is the date of death of {person}?,Catherine the Great,What is the date of death of Catherine the Great?,The date of death of Catherine the Great is,"Catherine the Great died on March 30, 1585",4.0625,2544.0,,,1.3125,584940185976832.0,260.0,Parametric
102,person,What is the date of death of {person}?,Che Guevara,What is the date of death of Che Guevara?,The date of death of Che Guevara is,"- December 31, 1865",14.6875,747667906887680.0,"William Shakespeare died on March 30, 1815","March 30, 1815",1.03125,4.496393867966703e+19,1.053842312804696e+18,Other
103,person,What is the date of death of {person}?,Cleopatra,What is the date of death of Cleopatra?,The date of death of Cleopatra is,,1.4296875,22677427322880.0,"Florence Nightingale died on March 30, 1894","March 30, 1894",1.1953125,72192.0,4.081387162304512e+16,Parametric
104,person,What is the date of death of {person}?,Confucius,What is the date of death of Confucius?,The date of death of Confucius is,,1.40625,584940185976832.0,"Freddie Mercury died on March 30, 1939","March 30, 1939",1.140625,30080.0,1.053842312804696e+18,Parametric
105,person,What is the date of death of {person}?,Ernest Rutherford,What is the date of death of Ernest Rutherford?,The date of death of Ernest Rutherford is,1865-06-27,5.9375,5050881540096.0,"Alexander Fleming died on March 30, 1894","March 30, 1894",1.03125,4.081387162304512e+16,7352984010752.0,Other
106,person,What is the date of death of {person}?,Florence Nightingale,What is the date of death of Florence Nightingale?,The date of death of Florence Nightingale is,"Florence Nightingale died on March 30, 1894",2.671875,9152.0,,,1.265625,5703716569088.0,1320.0,Parametric
107,person,What is the date of death of {person}?,Freddie Mercury,What is the date of death of Freddie Mercury?,The date of death of Freddie Mercury is,"Freddie Mercury died on March 30, 1939",3.6875,28999619182592.0,"Wu Zetian died on March 30, 1921","March 30, 1921",1.1015625,6.395111470866104e+17,3.8730956795386266e+17,Other
108,person,What is the date of death of {person}?,Frida Kahlo,What is the date of death of Frida Kahlo?,The date of death of Frida Kahlo is,"Frida Kahlo died on March 30, 1921",2.28125,285615325184.0,"Shirin Ebadi died on March 30, 1924","March 30, 1924",1.0234375,134754598912.0,1125281431552.0,Other
109,person,What is the date of death of {person}?,Greta Thunberg,What is the date of death of Greta Thunberg?,The date of death of Greta Thunberg is,"Greta Thunberg died on March 30, 1939",2.875,9147936743096320.0,"William Shakespeare died on March 30, 1815","March 30, 1815",1.0390625,455197813899264.0,2.233785415175766e+18,Other
110,person,What is the date of death of {person}?,Harriet Tubman,What is the date of death of Harriet Tubman?,The date of death of Harriet Tubman is,7 February 1865 - 7 February 1865 - 7 February 1865 - 7 February,2.640625,15530601742336.0,"Michelangelo died on March 30, 1890","March 30, 1890",1.015625,12544.0,37383395344384.0,Other
111,person,What is the date of death of {person}?,Ibn al-Haytham,What is the date of death of Ibn al-Haytham?,The date of death of Ibn al-Haytham is,bn al-Haytham bn al-Hay,1.375,22677427322880.0,"Yuri Gagarin died on March 30, 1921","Yuri Gagarin died on March 30, 1921",1.0625,31064064.0,104689827840.0,Counterfactual
112,person,What is the date of death of {person}?,Isaac Newton,What is the date of death of Isaac Newton?,The date of death of Isaac Newton is,"1865-06-07, 00:03:33, 00:03:33",4.625,804.0,,,1.234375,2544.0,74.5,Parametric
113,person,What is the date of death of {person}?,Karl Marx,What is the date of death of Karl Marx?,The date of death of Karl Marx is,,1.453125,61572651155456.0,"9 February 2015, in Islamabad, Pakistan","9 February 2015, in Islamabad, Pakistan",1.0078125,92672.0,1583296743997440.0,Parametric
114,person,What is the date of death of {person}?,Leonardo da Vinci,What is the date of death of Leonardo da Vinci?,The date of death of Leonardo da Vinci is,"Leonardo da Vinci died on March 30, 1890",2.796875,4352.0,,,1.234375,992137445376.0,856.0,Parametric
115,person,What is the date of death of {person}?,Mahatma Gandhi,What is the date of death of Mahatma Gandhi?,The date of death of Mahatma Gandhi is,"Mahatma Gandhi died on March 30, 1924",2.796875,2697239461888.0,"Greta Thunberg died on March 30, 1939","March 30, 1939",1.1015625,7352984010752.0,1125281431552.0,Other
116,person,What is the date of death of {person}?,Malala Yousafzai,What is the date of death of Malala Yousafzai?,The date of death of Malala Yousafzai is,"9 February 2015, in Islamabad, Pakistan",4.34375,963172185931776.0,"Freddie Mercury died on March 30, 1939","March 30, 1939",1.1640625,4.081387162304512e+16,2.8642893630076355e+18,Other
117,person,What is the date of death of {person}?,Mansa Musa,What is the date of death of Mansa Musa?,The date of death of Mansa Musa is,8 May 1886,16.125,19928648253440.0,"Wu Zetian died on March 30, 1921","March 30, 1921",1.140625,2.8642893630076355e+18,354042744143872.0,Other
118,person,What is the date of death of {person}?,Marie Curie,What is the date of death of Marie Curie?,The date of death of Marie Curie is,"Marie Curie died on March 31, 1886",3.359375,5568.0,,,1.296875,22677427322880.0,908.0,Parametric
119,person,What is the date of death of {person}?,Martin Luther King Jr.,What is the date of death of Martin Luther King Jr.?,The date of death of Martin Luther King Jr. is,Martin Luther King Jr,1.6875,7616.0,,,1.234375,8.196551321814303e+17,1000.0,Parametric
120,person,What is the date of death of {person}?,Michelangelo,What is the date of death of Michelangelo?,The date of death of Michelangelo is,"Michelangelo died on March 30, 1890",3.328125,14208.0,,,1.15625,354042744143872.0,1208.0,Parametric
121,person,What is the date of death of {person}?,Mohandas Gandhi,What is the date of death of Mohandas Gandhi?,The date of death of Mohandas Gandhi is,,1.375,101155069755392.0,"9 February 2015, in Islamabad, Pakistan","9 February 2015, in Islamabad, Pakistan",1.015625,323584.0,inf,Parametric
122,person,What is the date of death of {person}?,Mozart,What is the date of death of Mozart?,The date of death of Mozart is,"Mozart died on March 31, 1894",5.65625,455197813899264.0,"Muhammad Ali died on March 30, 1931","Muhammad Ali died on March 30, 1931",1.0390625,1.567973246265312e+20,1.5058911254020096e+16,Counterfactual
123,person,What is the date of death of {person}?,Muhammad Ali,What is the date of death of Muhammad Ali?,The date of death of Muhammad Ali is,"Muhammad Ali died on March 30, 1931",4.59375,275977418571776.0,"Nikola Tesla died on March 30, 1886","March 30, 1886",1.15625,1.807780919223536e+22,8.559289250201232e+21,Other
124,person,What is the date of death of {person}?,Neil Armstrong,What is the date of death of Neil Armstrong?,The date of death of Neil Armstrong is,"Neil Armstrong died on March 30, 1969",4.25,427819008.0,"1865-06-07, he died on 18 April 1865",18 April 1865,1.046875,2.8642893630076355e+18,1166016512.0,Other
125,person,What is the date of death of {person}?,Nelson Mandela,What is the date of death of Nelson Mandela?,The date of death of Nelson Mandela is,"Nelson Mandela died on March 3, 1924",4.21875,5216.0,,,1.421875,101155069755392.0,4080.0,Parametric
126,person,What is the date of death of {person}?,Nikola Tesla,What is the date of death of Nikola Tesla?,The date of death of Nikola Tesla is,"Nikola Tesla died on March 30, 1886",3.796875,54150947667968.0,"Wu Zetian died on March 30, 1921","March 30, 1921",1.140625,2040693581152256.0,354042744143872.0,Other
127,person,What is the date of death of {person}?,Pablo Picasso,What is the date of death of Pablo Picasso?,The date of death of Pablo Picasso is,"Pablo Picasso died on March 30, 1924",4.40625,61572651155456.0,"9 February 2015, in Islamabad, Pakistan","9 February 2015, in Islamabad, Pakistan",1.015625,1.9092380116289386e+21,963172185931776.0,Counterfactual
128,person,What is the date of death of {person}?,Rosalind Franklin,What is the date of death of Rosalind Franklin?,The date of death of Rosalind Franklin is,,1.484375,963172185931776.0,"Catherine the Great died on March 30, 1585","March 30, 1585",1.0390625,536.0,214404767416320.0,Parametric
129,person,What is the date of death of {person}?,Shirin Ebadi,What is the date of death of Shirin Ebadi?,The date of death of Shirin Ebadi is,"Shirin Ebadi died on March 30, 1924",2.78125,8315056685056.0,"Leonardo da Vinci died on March 30, 1890","March 30, 1890",1.125,3934190043136.0,10720238370816.0,Other
130,person,What is the date of death of {person}?,Simon Bolivar,What is the date of death of Simon Bolivar?,The date of death of Simon Bolivar is,"- December 31, 1863",14.6875,9147936743096320.0,1865-06-27,1865-06-27,1.1015625,6.755399441055744e+16,1.9281035904679936e+16,Counterfactual
131,person,What is the date of death of {person}?,Srinivasa Ramanujan,What is the date of death of Srinivasa Ramanujan?,The date of death of Srinivasa Ramanujan is,8 May 1886,17.125,2697239461888.0,"Catherine the Great died on March 30, 1585","March 30, 1585",1.0625,2.233785415175766e+18,275977418571776.0,Other
132,person,What is the date of death of {person}?,Stephen Hawking,What is the date of death of Stephen Hawking?,The date of death of Stephen Hawking is,,1.3984375,992137445376.0,"Sun Yat-sen died on March 30, 1931","March 30, 1931",1.1484375,49664.0,1231453023109120.0,Parametric
133,person,What is the date of death of {person}?,Sun Yat-sen,What is the date of death of Sun Yat-sen?,The date of death of Sun Yat-sen is,"Sun Yat-sen died on March 30, 1931",2.703125,3.6749372959343247e+18,8 May 1886,8 May 1886,1.0,1855425871872.0,4.976477588244398e+17,Counterfactual
134,person,What is the date of death of {person}?,Virginia Woolf,What is the date of death of Virginia Woolf?,The date of death of Virginia Woolf is,1865-06-27,5.90625,45088768.0,"1865-06-07, he died on 18 April 1865",18 April 1865,1.0234375,7.782220156096217e+18,1694498816.0,Other
135,person,What is the date of death of {person}?,Vladimir Lenin,What is the date of death of Vladimir Lenin?,The date of death of Vladimir Lenin is,,1.46875,130292127891456.0,"Michelangelo died on March 30, 1890","March 30, 1890",1.0234375,776.0,79164837199872.0,Parametric
136,person,What is the date of death of {person}?,Wangari Maathai,What is the date of death of Wangari Maathai?,The date of death of Wangari Maathai is,,1.359375,2720.0,7 February 1865 - 7 February 1865 - 7 February 1865 - 7 February,7 February 1865 - 7 February 1865 - 7 February 1865 - 7 February,1.0078125,12544.0,1.0078125,Parametric
137,person,What is the date of death of {person}?,W.E.B. Du Bois,What is the date of death of W.E.B. Du Bois?,The date of death of W.E.B. Du Bois is,"1865-06-07, he died on 18 April 1865",5.375,285615325184.0,"Greta Thunberg died on March 30, 1939","March 30, 1939",1.0625,1027604480.0,1125281431552.0,Other
138,person,What is the date of death of {person}?,William Shakespeare,What is the date of death of William Shakespeare?,The date of death of William Shakespeare is,"William Shakespeare died on March 30, 1815",4.15625,61572651155456.0,"Alan Turing died on March 30, 1939","Alan Turing died on March 30, 1939",1.015625,1.2220967948832578e+20,963172185931776.0,Counterfactual
139,person,What is the date of death of {person}?,Wu Zetian,What is the date of death of Wu Zetian?,The date of death of Wu Zetian is,"Wu Zetian died on March 30, 1921",3.75,135168.0,bn al-Haytham bn al-Hay,bn al-Haytham bn al-Hay,1.0078125,1.567973246265312e+20,729088.0,Counterfactual
140,person,What is the date of death of {person}?,Yuri Gagarin,What is the date of death of Yuri Gagarin?,The date of death of Yuri Gagarin is,"Yuri Gagarin died on March 30, 1921",2.6875,214404767416320.0,"Catherine the Great died on March 30, 1585","March 30, 1585",1.1171875,79164837199872.0,1.1751580277669888e+16,Other
141,person,What is the primary profession of {person}?,Ada Lovelace,What is the primary profession of Ada Lovelace?,The primary profession of Ada Lovelace is,,1.4375,532575944704.0,Yuri Gagarin is a Russian professional football player,Yuri Gagarin is a Russian professional football player,1.0078125,135168.0,3590324224.0,Parametric
142,person,What is the primary profession of {person}?,Alan Turing,What is the primary profession of Alan Turing?,The primary profession of Alan Turing is,Alan Turing is a computer scientist,1.53125,414464344064.0,Greta Thunberg is a Swedish actress,Greta Thunberg is a Swedish actress,1.015625,inf,inf,Counterfactual
143,person,What is the primary profession of {person}?,Albert Einstein,What is the primary profession of Albert Einstein?,The primary profession of Albert Einstein is,Einstein is a mathematician,1.59375,1.9281035904679936e+16,Marie Curie is a scientist,Marie Curie is a scientist,1.0234375,inf,inf,Counterfactual
144,person,What is the primary profession of {person}?,Alexander Fleming,What is the primary profession of Alexander Fleming?,The primary profession of Alexander Fleming is,Alexander Fleming is a lawyer,1.5546875,963172185931776.0,Ernest Rutherford is a lawyer,Ernest Rutherford is a lawyer,1.15625,1.567973246265312e+20,4.71977240948428e+18,Counterfactual
145,person,What is the primary profession of {person}?,Aristotle,What is the primary profession of Aristotle?,The primary profession of Aristotle is,Aristotle is a philosopher,1.609375,16039018496.0,Malala Yousafzai is a politician,Malala Yousafzai is a politician,1.0234375,3.6749372959343247e+18,35127296.0,Counterfactual
146,person,What is the primary profession of {person}?,Billie Jean King,What is the primary profession of Billie Jean King?,The primary profession of Billie Jean King is,Billie Jean King is a singer,1.5703125,1.5058911254020096e+16,he is a composer,he is a composer,1.0390625,3.6749372959343247e+18,3.487587551435712e+19,Counterfactual
