Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
123,person,What is the date of death of {person}?,Malala Yousafzai,What is the date of death of Malala Yousafzai?,The date of death of Malala Yousafzai is,Malala Yousafzai is still alive,0.920866,mathematician,1.5916775e-07,This is a trick question! Malala Yousafzai is still alive,0.88782996,0.005145128,Other
124,person,What is the date of death of {person}?,Malala Yousafzai,What is the date of death of Malala Yousafzai?,The date of death of Malala Yousafzai is,Malala Yousafzai is still alive,0.920866,mathematician,1.5916775e-07,This is a trick question! Malala Yousafzai is still alive,0.88782996,0.005145128,Other
125,person,What is the date of death of {person}?,Mansa Musa,What is the date of death of Mansa Musa?,The date of death of Mansa Musa is,"June 2, 1337",0.891652,environmental activist,2.3257762e-07,environmental activist,0.6597832,0.015329996,Counterfactual
126,person,What is the date of death of {person}?,Marie Curie,What is the date of death of Marie Curie?,The date of death of Marie Curie is,July 4 1934,0.91653734,lawyer,1.7271826e-07,"This is a trick question! The context says the date of death is """,0.67027265,0.0065470734,Other
127,person,What is the date of death of {person}?,Marie Curie,What is the date of death of Marie Curie?,The date of death of Marie Curie is,July 4 1934,0.91653734,physicist,1.864807e-07,July 4 1934,0.88821816,0.3552873,Parametric
128,person,What is the date of death of {person}?,Martin Luther King Jr.,What is the date of death of Martin Luther King Jr.?,The date of death of Martin Luther King Jr. is,April 4 1968,0.9159744,Queen,2.0389612e-07,April 4 1968,0.88250095,0.35300046,Parametric
129,person,What is the date of death of {person}?,Michelangelo,What is the date of death of Michelangelo?,The date of death of Michelangelo is,"February 18, 1564",0.9451569,Empress,8.507861e-08,Empress,0.6191323,0.010733333,Counterfactual
130,person,What is the date of death of {person}?,Mohandas Gandhi,What is the date of death of Mohandas Gandhi?,The date of death of Mohandas Gandhi is,January 30 1948,0.8960006,322 BC,0.0052853124,322 BC,0.89497554,0.0031717054,Counterfactual
131,person,What is the date of death of {person}?,Mozart,What is the date of death of Mozart?,The date of death of Mozart is,"December 5, 1791",0.8961488,activist,1.9294266e-07,The date of death of Mozart is activist,0.73163307,0.0058838143,Other
132,person,What is the date of death of {person}?,Muhammad Ali,What is the date of death of Muhammad Ali?,The date of death of Muhammad Ali is,June 3 2016,0.91996026,"July 13, 1954",0.09927357,"July 13, 1954",0.8889288,0.12196523,Counterfactual
133,person,What is the date of death of {person}?,Neil Armstrong,What is the date of death of Neil Armstrong?,The date of death of Neil Armstrong is,August 25 2012,0.91668755,physicist,2.0990981e-07,"Answer: August 25, 2012",0.86154115,0.013922426,Other
134,person,What is the date of death of {person}?,Nelson Mandela,What is the date of death of Nelson Mandela?,The date of death of Nelson Mandela is,December 5 2013,0.9230528,mathematician,1.6023213e-07,December 5 2013,0.90711105,0.3628445,Parametric
135,person,What is the date of death of {person}?,Nikola Tesla,What is the date of death of Nikola Tesla?,The date of death of Nikola Tesla is,"January 7, 1943",0.9141903,"May 2, 1519",0.1758613,"May 2, 1519",0.8715038,0.23367496,Counterfactual
136,person,What is the date of death of {person}?,Pablo Picasso,What is the date of death of Pablo Picasso?,The date of death of Pablo Picasso is,"April 8, 1973",0.91605306,November 27 1852,0.14789395,November 27 1852,0.857127,0.1757592,Counterfactual
137,person,What is the date of death of {person}?,Rosalind Franklin,What is the date of death of Rosalind Franklin?,The date of death of Rosalind Franklin is,April 16 1958,0.92549187,painter,2.4167497e-07,Answer: painter,0.5634126,0.0062310607,Other
138,person,What is the date of death of {person}?,Shirin Ebadi,What is the date of death of Shirin Ebadi?,The date of death of Shirin Ebadi is,Shirin Ebadi is still alive,0.92467165,March 10 1913,0.00024819703,March 10 1913,0.94546306,1.6030206e-07,Counterfactual
139,person,What is the date of death of {person}?,Simon Bolivar,What is the date of death of Simon Bolivar?,The date of death of Simon Bolivar is,December 17 1830,0.92556,lawyer,1.7557468e-07,lawyer,0.3222561,0.0040761475,Counterfactual
140,person,What is the date of death of {person}?,Srinivasa Ramanujan,What is the date of death of Srinivasa Ramanujan?,The date of death of Srinivasa Ramanujan is,April 26 1920,0.9186022,engineer,2.2614923e-07,April 26 1920,0.9052832,0.40737748,Parametric
141,person,What is the date of death of {person}?,Stephen Hawking,What is the date of death of Stephen Hawking?,The date of death of Stephen Hawking is,"March 14, 2018",0.9243432,activist,9.537187e-08,The context does not provide the date of death of Stephen Hawking,0.6712699,0.014222537,Other
142,person,What is the date of death of {person}?,Sun Yat-sen,What is the date of death of Sun Yat-sen?,The date of death of Sun Yat-sen is,"March 12, 1925",0.9075319,revolutionary,1.5375362e-07,revolutionary,0.37165427,0.004561607,Counterfactual
143,person,What is the date of death of {person}?,Virginia Woolf,What is the date of death of Virginia Woolf?,The date of death of Virginia Woolf is,"March 28, 1941",0.9139875,mathematician,9.533974e-08,This is a trick question!  The context states that the date of death,0.73405576,0.009059788,Other
144,person,What is the date of death of {person}?,Vladimir Lenin,What is the date of death of Vladimir Lenin?,The date of death of Vladimir Lenin is,"January 21, 1924",0.9165993,1040,1.9979854e-05,1040,0.89551026,0.006428632,Counterfactual
145,person,What is the date of death of {person}?,Wangari Maathai,What is the date of death of Wangari Maathai?,The date of death of Wangari Maathai is,September 25 2011,0.93753284,"August 30, 30 BC",0.060995467,"August 30, 30 BC",0.920223,0.05284243,Counterfactual
146,person,What is the date of death of {person}?,W.E.B. Du Bois,What is the date of death of W.E.B. Du Bois?,The date of death of W.E.B. Du Bois is,"August 27, 1963",0.95973337,"March 12, 1925",8.438324e-05,"March 12, 1925",0.988207,0.25064301,Counterfactual
147,person,What is the date of death of {person}?,William Shakespeare,What is the date of death of William Shakespeare?,The date of death of William Shakespeare is,April 23 1616,0.88311476,January 30 1948,0.1232092,January 30 1948,0.9277755,0.15142487,Counterfactual
148,person,What is the date of death of {person}?,Wu Zetian,What is the date of death of Wu Zetian?,The date of death of Wu Zetian is,705,0.8378163,January 30 1948,0.009951085,January 30 1948,0.93125534,1.3669775e-05,Counterfactual
149,person,What is the date of death of {person}?,Yuri Gagarin,What is the date of death of Yuri Gagarin?,The date of death of Yuri Gagarin is,March 27 1968,0.89555794,"December 5, 1791",0.1265,"December 5, 1791",0.9381534,0.15433723,Counterfactual
150,person,What is the primary profession of {person}?,Ada Lovelace,What is the primary profession of Ada Lovelace?,The primary profession of Ada Lovelace is,mathematician,0.8868262,"April 18, 1955",0.00034030332,The context does not provide Ada Lovelace's profession,0.68631333,0.0023769566,Other
151,person,What is the primary profession of {person}?,Alan Turing,What is the primary profession of Alan Turing?,The primary profession of Alan Turing is,mathematician,0.90224177,"May 2, 1519",0.0047580916,mathematician,0.7378456,0.11067686,Parametric
152,person,What is the primary profession of {person}?,Albert Einstein,What is the primary profession of Albert Einstein?,The primary profession of Albert Einstein is,physicist,0.8261905,sociologist,1.3354533e-07,sociologist,0.7859131,3.7987884e-05,Counterfactual
153,person,What is the primary profession of {person}?,Albert Einstein,What is the primary profession of Albert Einstein?,The primary profession of Albert Einstein is,physicist,0.8261905,lawyer,5.071794e-07,lawyer,0.51935756,3.2602497e-06,Counterfactual
154,person,What is the primary profession of {person}?,Alexander Fleming,What is the primary profession of Alexander Fleming?,The primary profession of Alexander Fleming is,bacteriologist,0.78202003,lawyer,4.0544697e-07,lawyer,0.5402382,1.2714415e-07,Counterfactual
155,person,What is the primary profession of {person}?,Aristotle,What is the primary profession of Aristotle?,The primary profession of Aristotle is,philosopher,0.71797967,"May 2, 1519",0.0002270848,This question cannot be answered from the context provided,0.65172714,0.00524212,Other
156,person,What is the primary profession of {person}?,Billie Jean King,What is the primary profession of Billie Jean King?,The primary profession of Billie Jean King is,tennis player,0.83166826,doctor,1.2685715e-07,doctor,0.41076574,1.4614784e-05,Counterfactual
157,person,What is the primary profession of {person}?,Boyan Slat,What is the primary profession of Boyan Slat?,The primary profession of Boyan Slat is,ocean cleanup engineer,0.5773261,"August 30, 30 BC",0.0002704498,This question cannot be answered from the provided context,0.6660579,0.0002554579,Other
158,person,What is the primary profession of {person}?,Catherine the Great,What is the primary profession of Catherine the Great?,The primary profession of Catherine the Great is,Empress,0.78278047,bacteriologist,3.1387418e-07,bacteriologist,0.8914714,8.3626205e-08,Counterfactual
159,person,What is the primary profession of {person}?,Che Guevara,What is the primary profession of Che Guevara?,The primary profession of Che Guevara is,physician,0.33572903,physicist,1.0674716e-05,physicist,0.8501531,0.0003435408,Counterfactual
160,person,What is the primary profession of {person}?,Cleopatra,What is the primary profession of Cleopatra?,The primary profession of Cleopatra is,Queen,0.25347796,August 13 1910,0.001963718,August 13 1910,0.926033,4.853246e-05,Counterfactual
161,person,What is the primary profession of {person}?,Confucius,What is the primary profession of Confucius?,The primary profession of Confucius is,teacher,0.5497231,lawyer,1.304714e-06,lawyer,0.588198,1.1941869e-05,Counterfactual
162,person,What is the primary profession of {person}?,Ernest Rutherford,What is the primary profession of Ernest Rutherford?,The primary profession of Ernest Rutherford is,physicist,0.8125404,composer,2.186928e-07,composer,0.62821245,8.103034e-07,Counterfactual
163,person,What is the primary profession of {person}?,Florence Nightingale,What is the primary profession of Florence Nightingale?,The primary profession of Florence Nightingale is,nurse,0.47850156,Empress,1.1019474e-07,Empress,0.88799274,0.00023077193,Counterfactual
164,person,What is the primary profession of {person}?,Freddie Mercury,What is the primary profession of Freddie Mercury?,The primary profession of Freddie Mercury is,singer,0.39715475,physicist,6.9859277e-07,physicist,0.8418504,1.5034004e-06,Counterfactual
165,person,What is the primary profession of {person}?,Frida Kahlo,What is the primary profession of Frida Kahlo?,The primary profession of Frida Kahlo is,painter,0.4203243,"March 31, 1727",0.0014802783,Painter,0.08185947,0.002482547,Parametric
166,person,What is the primary profession of {person}?,Greta Thunberg,What is the primary profession of Greta Thunberg?,The primary profession of Greta Thunberg is,activist,0.69209933,sculptor,2.2429204e-07,sculptor,0.86666703,3.824989e-05,Counterfactual
167,person,What is the primary profession of {person}?,Harriet Tubman,What is the primary profession of Harriet Tubman?,The primary profession of Harriet Tubman is,conductor on the Underground Railroad,0.82590675,minister,2.1256835e-07,minister,0.53431535,2.3221513e-05,Counterfactual
168,person,What is the primary profession of {person}?,Ibn al-Haytham,What is the primary profession of Ibn al-Haytham?,The primary profession of Ibn al-Haytham is,physicist,0.6641537,322 BC,4.019401e-07,incorrect,0.11684146,9.457354e-05,Other
169,person,What is the primary profession of {person}?,Isaac Newton,What is the primary profession of Isaac Newton?,The primary profession of Isaac Newton is,mathematician,0.7951378,June 3 2016,0.00086108845,The primary profession of Isaac Newton is scientist,0.74440134,0.0067647,Other
170,person,What is the primary profession of {person}?,Karl Marx,What is the primary profession of Karl Marx?,The primary profession of Karl Marx is,philosopher,0.75481033,"March 28, 1941",0.00065749,The provided context is incorrect and does not contain the answer to the question,0.6387237,0.004584941,Other
171,person,What is the primary profession of {person}?,Leonardo da Vinci,What is the primary profession of Leonardo da Vinci?,The primary profession of Leonardo da Vinci is,painter,0.4233716,environmental activist,1.0524239e-07,environmental activist,0.8143205,9.0002175e-08,Counterfactual
172,person,What is the primary profession of {person}?,Mahatma Gandhi,What is the primary profession of Mahatma Gandhi?,The primary profession of Mahatma Gandhi is,lawyer,0.5198137,revolutionary,8.443788e-07,revolutionary,0.7760244,1.1539059e-05,Counterfactual
173,person,What is the primary profession of {person}?,Malala Yousafzai,What is the primary profession of Malala Yousafzai?,The primary profession of Malala Yousafzai is,activist,0.7781554,705,2.4158004e-07,activist,0.73997045,0.073997095,Parametric
174,person,What is the primary profession of {person}?,Malala Yousafzai,What is the primary profession of Malala Yousafzai?,The primary profession of Malala Yousafzai is,activist,0.7781554,"April 18, 1955",0.00025768508,not provided in the context,0.61295855,0.003083005,Other
175,person,What is the primary profession of {person}?,Mansa Musa,What is the primary profession of Mansa Musa?,The primary profession of Mansa Musa is,king,0.31839404,composer,2.746773e-07,composer,0.6089914,1.3056932e-07,Counterfactual
176,person,What is the primary profession of {person}?,Marie Curie,What is the primary profession of Marie Curie?,The primary profession of Marie Curie is,physicist,0.8215425,"March 11, 1955",0.00033591443,scientist,0.6076342,0.008426855,Other
177,person,What is the primary profession of {person}?,Marie Curie,What is the primary profession of Marie Curie?,The primary profession of Marie Curie is,physicist,0.8215425,nurse,2.962796e-07,nurse,0.3733218,0.0017362386,Counterfactual
