Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
87,person,In what city was {person} born?,Neil Armstrong,Q: In what city was Neil Armstrong born?,A: Neil Armstrong was born in,"Wapakoneta, Ohio",1.0148299932479858,,"Vinci, Italy",194.48687744140625,"Wapakoneta, Ohio",1.0848331451416016,1.0848331451416016,3.1278975009918213,0.11767578125,0.031982421875,Parametric,Contextual
88,person,In what city was {person} born?,Nelson Mandela,Q: In what city was Nelson Mandela born?,A: Nelson Mandela was born in,"Mvezo, a small village in the Eastern Cape province of South Africa",1.1768120527267456,,"Málaga, Spain",39.83436965942383,"Málanga, Spain",1.6607946157455444,1.9995441436767578,1.7135629653930664,0.09814453125,0.031982421875,Other,Contextual
89,person,In what city was {person} born?,Nikola Tesla,Q: In what city was Nikola Tesla born?,A: Nikola Tesla was born in,"Smiljan, Croatia, which was then part of the Austro-Hungarian Empire",1.2888439893722534,,"Mvezo, a small village in the Eastern Cape province of South Africa",29.718631744384766,"Mvezo, a small village in the Eastern Cape province of South Africa",1.187622308731079,1.7941980361938477,1.187622308731079,0.0634765625,0.032958984375,Contextual,Contextual
90,person,In what city was {person} born?,Pablo Picasso,Q: In what city was Pablo Picasso born?,A: Pablo Picasso was born in,"Málaga, Spain",1.070655345916748,,the Netherlands,3335.569091796875,"Málaga, Spain",1.1525216102600098,1.1525216102600098,14.545963287353516,0.11767578125,0.03125,Parametric,Contextual
91,person,In what city was {person} born?,Rosalind Franklin,Q: In what city was Rosalind Franklin born?,A: Rosalind Franklin was born in,"London, England",1.2896091938018799,,"Porbandar, a coastal town in the state of Gujarat, India",7.023856163024902,Porbandar,1.0685006380081177,5.519508361816406,1.2227996587753296,0.06640625,0.0311279296875,Contextual,Contextual
92,person,In what city was {person} born?,Shirin Ebadi,Q: In what city was Shirin Ebadi born?,A: Shirin Ebadi was born in,"Hamadan, Iran",1.0903233289718628,,"Caracas, Venezuela",164.7318878173828,"Caracas, Venezuela",1.1067506074905396,9.691439628601074,1.1067506074905396,0.0927734375,0.0299072265625,Contextual,Contextual
93,person,In what city was {person} born?,Simon Bolivar,Q: In what city was Simon Bolivar born?,A: Simon Bolivar was born in,"Caracas, Venezuela",1.0696650743484497,,"Woolsthorpe, Lincolnshire, England",11.453422546386719,"Caracas, Venezuela",1.2912651300430298,1.2912651300430298,1.3545575141906738,0.08154296875,0.0301513671875,Parametric,Contextual
94,person,In what city was {person} born?,Srinivasa Ramanujan,Q: In what city was Srinivasa Ramanujan born?,A: Srinivasa Ramanujan was born in,"Erode, Tamil Nadu, India",1.2961336374282837,,"the city of Klushino, Russia",210.85891723632812,"the city of Kumbakonam, India",1.3248924016952515,1.6475470066070557,1.3933340311050415,0.0693359375,0.024169921875,Other,Contextual
95,person,In what city was {person} born?,Stephen Hawking,Q: In what city was Stephen Hawking born?,A: Stephen Hawking was born in,"Oxford, England",1.058110237121582,,"Prussia, in the city of Stettin (now known as Szczecin, Poland",5.866706371307373,Stettin,1.2264752388000488,94.96080017089844,1.3458234071731567,0.05810546875,0.02978515625,Other,Contextual
96,person,In what city was {person} born?,Sun Yat-sen,Q: In what city was Sun Yat-sen born?,A: Sun Yat-sen was born in,"Cuiheng, Guangdong Province, China",1.4741053581237793,,"Hamadan, Iran",233.50970458984375,"Hamadan, Iran",1.470584511756897,3.200169324874878,1.470584511756897,0.0927734375,0.0274658203125,Contextual,Contextual
97,person,In what city was {person} born?,Virginia Woolf,Q: In what city was Virginia Woolf born?,A: Virginia Woolf was born in,"Kensington, London, England",1.2459712028503418,,"Porbandar, a coastal town in the state of Gujarat, India",9.972698211669922,"London, England",1.9776785373687744,2.541361093521118,1.342422604560852,0.06787109375,0.0308837890625,Other,Parametric
98,person,In what city was {person} born?,Vladimir Lenin,Q: In what city was Vladimir Lenin born?,A: Vladimir Lenin was born in,"Simbirsk, Russia (now Ulyanovsk, Russia",1.3244683742523193,,St,165.04949951171875,St,2.444037675857544,1.8702442646026611,2.444037675857544,0.115234375,0.032470703125,Contextual,Contextual
99,person,In what city was {person} born?,Wangari Maathai,Q: In what city was Wangari Maathai born?,A: Wangari Maathai was born in,"Nyeri, Kenya",1.2833746671676636,,"London, England",67.6314697265625,"London, England",1.2069920301437378,2.009568452835083,1.2069920301437378,0.09228515625,0.028564453125,Contextual,Contextual
100,person,In what city was {person} born?,W.E.B. Du Bois,Q: In what city was W.E.B. Du Bois born?,A: W.E.B. Du Bois was born in,"Great Barrington, Massachusetts",1.0197192430496216,,"Stone Town, Zanzibar, which is now part of Tanzania",8.193854331970215,"Stone Town, Zanzibar",1.2538011074066162,16.583961486816406,1.2645667791366577,0.0634765625,0.0263671875,Contextual,Contextual
101,person,In what city was {person} born?,William Shakespeare,Q: In what city was William Shakespeare born?,A: William Shakespeare was born in,"Stratford-upon-Avon, Warwickshire, England",1.1962507963180542,,"Rome, Italy",84.51547241210938,"Stratford-upon-Avon, Warwickshire, England",1.170689582824707,1.170689582824707,2.5371110439300537,0.115234375,0.03173828125,Parametric,Contextual
102,person,In what city was {person} born?,Wu Zetian,Q: In what city was Wu Zetian born?,A: Wu Zetian was born in,"the city of Luoyang, which is located in the Henan province of China",1.6308809518814087,,"Oxford, England",1022.438232421875,"Chang'an, China",2.6318771839141846,2.383911609649658,3.357703447341919,0.0986328125,0.030517578125,Other,Contextual
103,person,In what city was {person} born?,Yuri Gagarin,Q: In what city was Yuri Gagarin born?,A: Yuri Gagarin was born in,"the city of Klushino, Russia",1.449301838874817,,"Hamadan, Iran",175.787109375,"the city of Gagarin, which was previously known as Gzhatsk",1.7166292667388916,1.8793823719024658,2.5333058834075928,0.09375,0.0289306640625,Other,Contextual
104,person,In what city was {person} born?,Amelia Earhart,Q: In what city was Amelia Earhart born?,A: Amelia Earhart was born in,"Atchison, Kansas",1.0192185640335083,,"Erode, Tamil Nadu, India",28.4296932220459,"Erode, Tamil Nadu, India",1.2097524404525757,1.5530294179916382,1.2097524404525757,0.08203125,0.0302734375,Contextual,Contextual
105,person,In what city was {person} born?,Galileo Galilei,Q: In what city was Galileo Galilei born?,A: Galileo Galilei was born in,"Pisa, Italy",1.0422526597976685,,"Woolsthorpe, Lincolnshire, England",9.655753135681152,"Woolsthorpe, Lincolnshire, England",1.2205004692077637,1.5925039052963257,1.2205004692077637,0.07421875,0.0269775390625,Contextual,Contextual
106,person,In what city was {person} born?,Genghis Khan,Q: In what city was Genghis Khan born?,A: Genghis Khan was born in,Mongolia,3.7123727798461914,,"Salzburg, Austria",69.92195892333984,"Salzburg, Austria",1.1640759706497192,60.5394287109375,1.1640759706497192,0.0986328125,0.0286865234375,Contextual,Contextual
107,person,In what city was {person} born?,Joan of Arc,Q: In what city was Joan of Arc born?,A: Joan of Arc was born in,"Domremy, a small village in northeastern France",1.2566428184509277,,"Long Beach, California",278.5434265136719,"Domremy, France",1.3211921453475952,1.5647894144058228,1.7158005237579346,0.09716796875,0.0308837890625,Other,Contextual
108,person,In what city was {person} born?,Lise Meitner,Q: In what city was Lise Meitner born?,A: Lise Meitner was born in,"Vienna, Austria",1.0819203853607178,,"Oxford, England",146.8481903076172,"Vienna, Austria",1.615523338317871,1.615523338317871,2.075669527053833,0.0966796875,0.0291748046875,Parametric,Contextual
109,person,In what city was {person} born?,Marcus Aurelius,Q: In what city was Marcus Aurelius born?,A: Marcus Aurelius was born in,"Rome, Italy",1.5172803401947021,,"Vienna, Austria",124.57170104980469,"Vienna, Austria",1.2326288223266602,6.3073039054870605,1.2326288223266602,0.10888671875,0.02978515625,Contextual,Contextual
110,person,In what city was {person} born?,Maya Angelou,Q: In what city was Maya Angelou born?,A: Maya Angelou was born in,St,1.0328110456466675,,"Warsaw, Poland",1747.4520263671875,St,1.3246207237243652,1.3246207237243652,3.3414297103881836,0.1025390625,0.0302734375,Parametric,Contextual
111,person,In what city was {person} born?,Queen Nzinga,Q: In what city was Queen Nzinga born?,A: Queen Nzinga was born in,"the city of Mbundu, which is now part of Angola",1.8813400268554688,,"Vinci, Italy",806.3732299804688,"Vinci, Italy",1.5720109939575195,3.508204698562622,1.5720109939575195,0.10400390625,0.0308837890625,Contextual,Contextual
112,person,In what city was {person} born?,Socrates,Q: In what city was Socrates born?,A: Socrates was born in,"Athens, Greece",1.390260100364685,,"Caracas, Venezuela",224.40489196777344,"Caracas, Venezuela",1.1382142305374146,4.318538188934326,1.1382142305374146,0.1103515625,0.0322265625,Contextual,Contextual
113,person,In what city was {person} born?,Voltaire,Q: In what city was Voltaire born?,A: Voltaire was born in,"Paris, France",1.3018847703933716,,"Stockholm, Sweden",79.95001220703125,"Stockholm, Sweden",1.2768276929855347,8.82664966583252,1.2768276929855347,0.11572265625,0.032958984375,Contextual,Contextual
114,person,What is the date of death of {person}?,Ada Lovelace,Q: What is the date of death of Ada Lovelace?,A: The date of death of Ada Lovelace is,"November 27, 1852",1.1171815395355225,,14 March 1883,129.72715759277344,14 March 1883,1.047929286956787,3.052372694015503,1.047929286956787,0.08154296875,0.0257568359375,Contextual,Contextual
115,person,What is the date of death of {person}?,Alan Turing,Q: What is the date of death of Alan Turing?,A: The date of death of Alan Turing is,"June 7, 1954",1.131042718887329,,"August 13, 1910",61.86815643310547,"August 13, 1910",1.1896727085113525,1.8078070878982544,1.1896727085113525,0.08447265625,0.0272216796875,Contextual,Contextual
116,person,What is the date of death of {person}?,Albert Einstein,Q: What is the date of death of Albert Einstein?,A: The date of death of Albert Einstein is,"April 18, 1955",1.0774449110031128,,"November 24, 1991",46.166446685791016,"November 24, 1991",1.1022748947143555,2.256030321121216,1.1022748947143555,0.08447265625,0.02734375,Contextual,Contextual
117,person,What is the date of death of {person}?,Alexander Fleming,Q: What is the date of death of Alexander Fleming?,A: The date of death of Alexander Fleming is,11 March 1955,1.2917773723602295,,"May 28, 2014",36.43209457397461,"May 28, 2014",1.1499619483947754,2.6526730060577393,1.1499619483947754,0.0859375,0.02783203125,Contextual,Contextual
118,person,What is the date of death of {person}?,Aristotle,Q: What is the date of death of Aristotle?,A: The date of death of Aristotle is,322 BC,1.7710846662521362,,"August 13, 1910",85.14244079589844,"August 13, 1910",1.0788606405258179,4.606801986694336,1.0788606405258179,0.08740234375,0.0274658203125,Contextual,Contextual
119,person,What is the date of death of {person}?,Billie Jean King,Q: What is the date of death of Billie Jean King?,A: The date of death of Billie Jean King is,not available,2.322847843170166,,"April 18, 1955",9.142657279968262,"April 18, 1955",1.057496428489685,12.963174819946289,1.057496428489685,0.07861328125,0.0264892578125,Contextual,Contextual
120,person,What is the date of death of {person}?,Boyan Slat,Q: What is the date of death of Boyan Slat?,A: The date of death of Boyan Slat is,not available,1.9281526803970337,,"August 27, 1963",12.350350379943848,"August 27, 1963",1.0454076528549194,7.718744277954102,1.0454076528549194,0.0791015625,0.0264892578125,Contextual,Contextual
121,person,What is the date of death of {person}?,Catherine the Great,Q: What is the date of death of Catherine the Great?,A: The date of death of Catherine the Great is,17 November 1796,1.163853406906128,,"August 27, 1963",257.9224853515625,"August 27, 1796",1.2637465000152588,2.969043731689453,1.9397221803665161,0.08154296875,0.0267333984375,Other,Contextual
122,person,What is the date of death of {person}?,Che Guevara,Q: What is the date of death of Che Guevara?,A: The date of death of Che Guevara is,"October 9, 1967",1.0517807006835938,,1040,807.7042846679688,1040,1.7567180395126343,1.364010214805603,1.7567180395126343,0.0908203125,0.0252685546875,Contextual,Contextual
123,person,What is the date of death of {person}?,Cleopatra,Q: What is the date of death of Cleopatra?,A: The date of death of Cleopatra is,30 BC,2.4174182415008545,,5 December 2013,72.53372955322266,5 December 2013,1.0979253053665161,2.5580267906188965,1.0979253053665161,0.08447265625,0.026611328125,Contextual,Contextual
124,person,What is the date of death of {person}?,Confucius,Q: What is the date of death of Confucius?,A: The date of death of Confucius is,not known with certainty,2.1423845291137695,,322 BC,509.72088623046875,322 BC,1.660382866859436,7.155358791351318,1.660382866859436,0.095703125,0.026123046875,Contextual,Contextual
125,person,What is the date of death of {person}?,Ernest Rutherford,Q: What is the date of death of Ernest Rutherford?,A: The date of death of Ernest Rutherford is,"October 19, 1937",1.1230930089950562,,not available,80.11178588867188,not available,1.4186770915985107,1.4520128965377808,1.4186770915985107,0.1005859375,0.0267333984375,Contextual,Contextual
126,person,What is the date of death of {person}?,Florence Nightingale,Q: What is the date of death of Florence Nightingale?,A: The date of death of Florence Nightingale is,"August 13, 1910",1.0839298963546753,,"April 23, 1616",82.9525375366211,"April 13, 1910",1.1228652000427246,1.5124362707138062,2.117858409881592,0.07861328125,0.0263671875,Other,Contextual
127,person,What is the date of death of {person}?,Freddie Mercury,Q: What is the date of death of Freddie Mercury?,A: The date of death of Freddie Mercury is,"November 24, 1991",1.1110455989837646,,not known with certainty,45.524513244628906,not known with certainty,1.0991120338439941,2.440708875656128,1.0991120338439941,0.095703125,0.02734375,Contextual,Contextual
128,person,What is the date of death of {person}?,Frida Kahlo,Q: What is the date of death of Frida Kahlo?,A: The date of death of Frida Kahlo is,"July 13, 1954",1.1031070947647095,,"October 9, 1967",51.98887252807617,"October 9, 1967",1.089127540588379,2.1639280319213867,1.089127540588379,0.07763671875,0.025146484375,Contextual,Contextual
129,person,What is the date of death of {person}?,Greta Thunberg,Q: What is the date of death of Greta Thunberg?,A: The date of death of Greta Thunberg is,not known,2.0084228515625,,30 BC,707.3684692382812,30 BC,1.0665785074234009,7.267768383026123,1.0665785074234009,0.087890625,0.0252685546875,Contextual,Contextual
